job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
Lead Strategy and Operations,Centre for Trustworthy Technology,Remote,https://c4tt.org/careers/lead-strategy-and-operations/,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Research Scientist Job Description,Lelapa AI,Johannesburg,https://docs.google.com/forms/d/1uZuNzWkqXv0XtQTKXTnpN-24exqjGYZBKEv3F7MMAS8/viewform?edit_requested=true,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Head of Trust & Safety Governance, Risk, and Compliance",TikTok,Los Angeles,https://lifeattiktok.com/search/7476197021466052872,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Chief Technology Officer,Department of Education - Federal Student Aid,Washington DC,https://www.usajobs.gov/job/812747700,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no
Senior Press Manager,Center for Countering Digital Hate,"Washington, DC",https://counterhate.com/jobs/#Press-Manager,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Front End Developer,New America,"Washington, D.C.",https://www.newamerica.org/jobs/,yes,On-site,Private,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no
Senior Researcher,Thorn,Remote,https://www.thorn.org/careers/application/?gh_jid=8245013002,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
Membership Development Manager,Tech Coalition,Remote,https://technologycoalition.org/careers/membership-development-manager/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
Director of Creative Industry Engagement,Center for Countering Digital Hate,"Los Angeles, California",https://counterhate.com/jobs/#Director-Creative,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
"Program Manager, Player Inclusion",Electronic Arts (EA),"Redwood City, California",https://jobs.ea.com/en_US/careers/JobDetail/Program-Manager-Player-Inclusion/209913,yes,On-site,Government,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no
"Director, Emerging Technologies for Multiracial Democracy Initiative",Multiracial Democracy Project at GW Law School,Remote,https://www.gwu.jobs/postings/120975,yes,Remote,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Software Developer,Canary (workwithcanary.com),Remote,https://workwithcanary.com/join-the-team/,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
Director of Engineering,Canary (workwithcanary.com),Remote,https://workwithcanary.com/join-the-team/,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
"Senior Director, Program Strategy",Pivotal Ventures,"Seattle, WA or Washington DC or US-Based Remote",https://www.pivotalventures.org/careers?gh_jid=5137640004,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Programs Administrator and Executive Assistant,Tech Coalition,Remote (U.S.-based),https://technologycoalition.org/careers/programs-admin/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
"Program Coordinator, East Asia Programs (Part-time)",NetFreedom Pioneers,South Korea,https://www.netfreedompioneers.org/program-coordinator-east-asia-programs-2/,yes,Remote,Non-profit,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no
"Associate Director or Manager, Advisory Services",Article One,"New York, New York",https://articleoneadvisors.com/associate-director-advisory-services-washington-dc-usa/,yes,Remote,Private,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no
Executive Director,Stop Killer Robots,Geneva,https://www.stopkillerrobots.org/news/join-our-team-executive-director/,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
"Director, Information Technology Operations",Human Rights Watch,Multiple Locations,https://boards.greenhouse.io/humanrightswatch/jobs/7522848002,yes,On-site,Government,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Full-Stack Software Engineer (GeoMatch),Stanford,"Stanford, California",https://careersearch.stanford.edu/jobs/full-stack-software-engineer-geomatch-25850,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no
Product Designer,One Project,Remote (Must be US based),https://oneproject.org/job/?id=7478677003,yes,Remote,Private,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
"Full Stack Developer, Course Design",Onja Madagascar,Toamasina Madagascar,https://onja.org/careers/full-stack-developer-course-design,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no
"Back-End Developer, Course Design",Onja Madagascar,Toamasina,https://onja.org/careers/back-end-developer-course-design,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no
Director of Operations and Projects,Climate Change AI,Remote (within United States),https://www.climatechange.ai/hiring/director_operations_projects,yes,Remote,Non-profit,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Development Director,Climate Change AI,Remote (within United States),https://www.climatechange.ai/hiring/development_director,yes,Remote,Government,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Algorithmic Auditing Association and Certification Volunteer,The International Association of Algorithmic Auditors (IAAA),Volunteer,https://iaaa-algorithmicauditors.org/join-iaaa-revolution,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
"Senior Director, Global Internet & Technology Initiatives",Internews,"Washington, DC",https://gfmd.info/careers/senior-director-global-internet-technology-initiatives/,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no
Head of Engineering,FAR AI,"Berkeley, CA",https://far.ai/post/2023-12-engineering-manager/,yes,Remote,Non-profit,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
"Director, Global Programs",Aspen Institute,Washington DC,https://aspeninstitute.hrmdirect.com/employment/job-opening.php?req=3020202&req_loc=102733&&#job,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Internships/Externships,Surveillance Technology Oversight Project (S.T.O.P.),Remote (U.S.),https://www.stopspying.org/internships,yes,Remote,Government,yes,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
"Research Assistant, Fairwork project",Oxford University,Oxford,https://www.oii.ox.ac.uk/people/vacancies/,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
Child Safety Researcher,ActiveFence,UK,https://www.activefence.com/careers/?comeet_pos=88.151&coref=1.10.s07_F14,yes,On-site,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no
Youth Squad Program Manager,ReThink Citizens,Remote,https://rethinkcitizens.org/youth-squad-program-manager/,yes,Remote,Non-profit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no
"Machine Learning Research Lead, Security & Policy Research Lab",Scale AI,"San Francisco, New York City",https://scale.com/careers/4620629005,yes,On-site,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
"Research Scientist, Frontier AI Safety and Responsibility",Google DeepMind,New York City,https://job-boards.greenhouse.io/deepmind/jobs/7341608,yes,On-site,Private,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
AI Ethics and Safety Policy Researcher,Google DeepMind,"Mountain View, CA",https://job-boards.greenhouse.io/deepmind/jobs/7349530,yes,On-site,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
"Red Teaming Lead, Responsibility",Google DeepMind,"Mountain View, CA",https://job-boards.greenhouse.io/deepmind/jobs/7336899,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no
Data Scientist/Sr. Data Scientist - Technical AI Ethicist,Salesforce,"San Francisco, Seattle, Palo Alto (CA), Bellevue (WA)",https://careers.salesforce.com/en/jobs/jr291587/data-scientistsr-data-scientist-technical-ai-ethicist/,yes,On-site,Private,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
Lead Applied Scientist - Responsible AI,Salesforce,"San Francisco, Seattle, Palo Alto (CA), New York City, Bellevue (WA)",https://careers.salesforce.com/en/jobs/jr268691/lead-applied-scientist-responsible-ai/,yes,On-site,Private,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no
Incubation Program Lead,Catalyze Impact,San Francisco Bay Area,https://airtable.com/appYjhygfeeCp4znr/pagqCRKsBNuDUetP8/form,yes,On-site,Government,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
Talent Lead,Catalyze Impact,San Francisco Bay Area,https://airtable.com/appYjhygfeeCp4znr/pagqCRKsBNuDUetP8/form,yes,On-site,Government,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
Program Associate,CivAI,"Berkeley, CA",https://civai.org/jobs/program-associate,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no
Senior Product Manager - Generative AI Safety,TikTok,San Francisco,https://lifeattiktok.com/search/7390101140290930971,yes,On-site,Private,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Postdoctoral Research Associate in Work for AI Safety,Queen Mary University of London,London,https://qmul-jobs.tal.net/vx/mobile-0/appcentre-ext/brand-4/candidate/so/pm/1/pl/3/opp/5277-Postdoctoral-Research-Associate-in-Work-for-AI-Safety/en-GB,yes,On-site,Government,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no
Consultant (AI Red Teamer and Technical Assessor),HCLTech,Remote,https://www.linkedin.com/jobs/view/4143594108/,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no
"Research Engineer, Gemini Safety / AGI Safety & Alignment",Google DeepMind,"London, Zurich, New York, Mountain View or San Francisco",https://boards.greenhouse.io/deepmind/jobs/6617690,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
"Staff+ Machine Learning Engineer, Inclusive AI",Pinterest,San Francisco,https://www.pinterestcareers.com/jobs/5036093/staffplus-machine-learning-engineer-inclusive-ai/?gh_jid=5036093,yes,Remote,Government,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no
"Research Engineer, Trust & Safety",Anthropic,"San Francisco, New York City",https://boards.greenhouse.io/anthropic/jobs/4459012008,yes,Remote,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
"Research Manager, Interpretability",Anthropic,San Francisco,https://boards.greenhouse.io/anthropic/jobs/4009173008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
"Research Scientist, Interpretability",Anthropic,San Francisco / New York City / Seattle,https://boards.greenhouse.io/anthropic/jobs/4020159008,yes,Remote,Government,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
"Research Engineer, Interpretability",Anthropic,San Francisco / New York City / Seattle,https://boards.greenhouse.io/anthropic/jobs/4020305008,yes,Remote,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no
"Research Engineer, Societal Impacts",Anthropic,San Francisco,https://boards.greenhouse.io/anthropic/jobs/4251453008,yes,Remote,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
"Senior Applied Scientist, Responsible AI, Singapore – X Delivery",BCG,Singapore,https://careers.bcg.com/global/en/job/51579/Senior-Applied-Scientist-Responsible-AI-Singapore-X-Delivery,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no
"AIML - Sr Responsible AI Research Manager, Data & ML Innovation",Apple,Seattle,https://jobs.apple.com/en-us/details/200536602/aiml-sr-responsible-ai-research-manager-data-ml-innovation,yes,On-site,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
"Postdoctoral Researcher in AI, Privacy Enhancing Technologies, and Reproducibility",University of Oxford,"Oxford, UK",https://www.oii.ox.ac.uk/people/vacancies/,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
EVALS Member Of The Technical Staff,Apollo Research,London,https://jobs.lever.co/apolloresearch/f66ef22f-f96a-42cb-ada9-fd48ce0d5fda,yes,Remote,Private,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,no,no
Lead Applied Research Scientist - Responsible AI,Salesforce,California - San Francisco Washington - Seattle California - Palo Alto New York - New York Washington - Bellevue,https://careers.salesforce.com/en/jobs/jr268691/lead-applied-research-scientist-responsible-ai/,yes,On-site,Private,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no
Postdoctoral Research Fellow in Philosophy/Ethics in AI (AI and Theoretical Philosophy),"Balliol College, University of Oxford",Oxford,https://www.balliol.ox.ac.uk/balliol-people/vacancies/2024/december/postdoctoral-research-fellow-philosophyethics-ai-ai-and,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no
Global AI Safety Fellowship,Impact Academy,San Francisco,https://globalaisafetyfellowship.com,yes,Remote,Private,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no
Anthropic AI Safety Fellow,Anthropic,"San Francisco, London",https://boards.greenhouse.io/anthropic/jobs/4308166008,yes,Remote,Government,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
Algorithmic Justice Fellow,ACLU,"New York, NY, San Francisco, CA, or Washington, DC",https://www.aclu.org/careers/apply/?job=7742482002&type=national,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Red Teaming Data Scientist with Humane Intelligence,Humane Intelligence,Remote,https://docs.google.com/document/d/1V6vPojrjEI_Nf9hBPrjecOFs5QyAje4k1D7a1mwTljw/edit?tab=t.0,yes,Remote,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Senior AI Standards Development Researcher,Beri,Remote,https://www.existence.org/senior-ai-standards-development-researcher,yes,Remote,Government,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no
Doctoral Candidate (MSCA) in Ethics for LLM use in Mental Health Context,Euraxess,Germany,https://euraxess.ec.europa.eu/jobs/278928,yes,On-site,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
AI Safety Engineer,xAI,"San Francisco, Palo Alto",https://boards.greenhouse.io/xai/jobs/4531703007,yes,On-site,Government,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
"Research Engineer, Horizons",Anthropic,"London, United Kingdon",https://boards.greenhouse.io/anthropic/jobs/4138859008?gh_src=047ef2a78us,yes,Remote,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
"Product Management Lead, Responsible AI",TikTok,San Jose,https://careers.tiktok.com/position/7394994681858525450/detail,yes,On-site,Private,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Machine Learning Engineer Intern (Responsible Recommendation System) - 2024 Off Cycle (MS/PhD),TikTok,San Jose,https://careers.tiktok.com/position/7266238867313248571/detail,yes,On-site,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no
"Research Scientist, Responsible AI",TikTok,San Jose,https://careers.tiktok.com/position/7327550927195277594/detail,yes,On-site,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no
AI Product Manager - LLM Governance - Executive Director,JPMorganChase,"New York, New York",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210541037,yes,On-site,Private,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"Senior Product Manager, AI Writing Customization",Grammarly,Mid-Senior,https://www.grammarly.com/jobs/product/senior-product-manager-ai-writing-customization?gh_jid=6104506,yes,On-site,Private,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no
"AI Research Engineer, New PhD Graduate",Duolingo,"New York, NY",https://job-boards.greenhouse.io/duolingo/jobs/7629233002,yes,On-site,Non-profit,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Senior Research Associate, Machine Learning for Environment and Sustainability",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-machine-learning-for-environment-and-sustainability-45173/en/,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no
Research Lead - Fundamental Research in AI for Physical Systems,The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-lead-fundamental-research-in-ai-for-physical-systems-45385/en/,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no
"Research Scientist, Responsible AI",TikTok,"San Jose, California",https://www.linkedin.com/jobs/view/3814875827/,yes,Remote,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no
PhD Studentship (Fully Funded) in Philosophy - Large Language Models: a Philosophical Assessment of their Capabilities,Northeastern University London,"London, UK",https://www.jobs.ac.uk/job/DIL181/phd-studentship-fully-funded-in-philosophy-large-language-models-a-philosophical-assessment-of-their-capabilities,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
AI Strategist,Devoteam,France,https://www.hightechpartners.net/open-positions/ai-strategist,yes,On-site,Government,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no
